Ref_ID,ETL_stack_sequence,ETL_thickness,ETL_deposition_procedure
17940,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
17941,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
17942,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
17943,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
17944,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
17945,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
17946,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
17947,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
17948,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
17949,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
17950,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
17951,TiO2-c,,Spin-coating
17952,TiO2-c,,Spin-coating
17953,PCBM-60,10,Spin-coating
17954,PCBM-60,30,Doctor blading
17955,PCBM-60,,Spin-coating
17956,PCBM-60,,Spin-coating
17957,PCBM-60,,Spin-coating
17958,none,,Unknown
17959,none,,Unknown
17960,none,,Unknown
17961,none,,Unknown
17962,3TPYMB,,Doctor blading
17963,PCBM-60,,Doctor blading
17964,PCBM-60,,Doctor blading
17965,PCBM-60,,Doctor blading
17966,PCBM-60,,Doctor blading
17967,PCBM-60,,Doctor blading
17968,PCBM-60,,Doctor blading
17969,PCBM-60,,Doctor blading
17970,C60,10,Evaporation
17971,C60,10,Evaporation
17972,C60,10,Evaporation
17973,C60,10,Evaporation
17974,C60,10,Evaporation
17975,C60,10,Evaporation
17976,PCBM-60,20,Doctor blading
17977,PCBM-60,20,Doctor blading
17978,PCBM-60,20,Doctor blading
17979,PCBM-60,20,Doctor blading
17980,PCBM-60,20,Doctor blading
17981,PCBM-60,20,Doctor blading
17982,PCBM-60,20,Doctor blading
17983,PCBM-60,20,Doctor blading
17984,TiO2-c,,Spray-pyrolys
17985,TiO2-c,,Spray-pyrolys
17986,PCBM-60 | LiF,nan | 1.0,Spin-coating | Evaporation
17987,PCBM-60 | LiF,nan | 1.0,Spin-coating | Evaporation
17988,PCBM-60 | LiF,nan | 1.0,Spin-coating | Evaporation
17989,PCBM-60 | LiF,nan | 1.0,Spin-coating | Evaporation
17990,PCBM-60 | LiF,nan | 1.0,Spin-coating | Evaporation
17991,PCBM-60 | LiF,nan | 1.0,Spin-coating | Evaporation
17992,PCBM-60 | LiF,nan | 1.0,Spin-coating | Evaporation
17993,PCBM-60 | LiF,nan | 1.0,Spin-coating | Evaporation
17994,PCBM-60 | LiF,nan | 1.0,Spin-coating | Evaporation
17995,PCBM-60 | LiF,nan | 1.0,Spin-coating | Evaporation
17996,C60 | Bphen,40.0 | 8.0,Evaporation | Evaporation
17997,C60 | Bphen,40.0 | 8.0,Evaporation | Evaporation
17998,C60 | Bphen,40.0 | 8.0,Evaporation | Evaporation
17999,C60 | Bphen,40.0 | 8.0,Evaporation | Evaporation
18000,C60 | BCP,50.0 | 8.0,Evaporation | Evaporation
18001,C60 | BCP,50.0 | 8.0,Evaporation | Evaporation
18002,C60 | BCP,50.0 | 8.0,Evaporation | Evaporation
18003,C60 | BCP,50.0 | 8.0,Evaporation | Evaporation
18004,C60 | BCP,50.0 | 8.0,Evaporation | Evaporation
18005,PCBM-60,100,Spin-coating
18006,PCBM-60,100,Spin-coating
18007,PCBM-60,100,Spin-coating
18008,PCBM-60,100,Spin-coating
18009,PCBM-60,100,Spin-coating
18010,TiO2-c,70,Spray-pyrolys
18011,TiO2-c,70,Spray-pyrolys
18012,TiO2-c,70,Spray-pyrolys
18013,TiO2-c,,Spin-coating
18014,none,,Evaporation
18015,C60,2.5,Evaporation
18016,C60,5,Evaporation
18017,C60,10,Evaporation
18018,C60,15,Evaporation
18019,C70,5,Evaporation
18020,TiO2-c,,Spray-pyrolys
18021,C60,10,Evaporation
18022,C60 | C60; Phlm,10.0 | 40.0,Evaporation | Evaporation
18023,C60 | C60; Phlm,10.0 | 40.0,Evaporation | Evaporation
18024,C60; Phlm,40,Evaporation
18025,C60; Phlm,40,Evaporation
18026,C60; Phlm | C60,40.0 | 10.0,Evaporation | Evaporation
18027,C60; Phlm | C60,40.0 | 10.0,Evaporation | Evaporation
18028,C60; Phlm | C60,40.0 | 10.0,Evaporation | Evaporation
18029,C60; Phlm | C60,40.0 | 10.0,Evaporation | Evaporation
18030,TiO2-c,50,Spin-coating
18031,C60,50,Spin-coating
18032,PCBM-60,50,Spin-coating
18033,PCBM-60 | BCP,,Spin-coating | Spin-coating
18034,Ca | C60,1.0 | 5.0,Evaporation | Evaporation
18035,Ca | C60,1.0 | 5.0,Evaporation | Evaporation
18036,C60,,Evaporation
18037,C60; Phlm | C60,40.0 | 10.0,Evaporation | Evaporation
18038,C60; Phlm | C60,40.0 | 10.0,Evaporation | Evaporation
18039,C60; Phlm | C60,40.0 | 10.0,Evaporation | Evaporation
18040,C60; Phlm | C60,40.0 | 10.0,Evaporation | Evaporation
18041,C60; Phlm | C60,40.0 | 10.0,Evaporation | Evaporation
18042,C60; Phlm | C60,40.0 | 10.0,Evaporation | Evaporation
18043,C60; Phlm | C60,40.0 | 10.0,Evaporation | Evaporation
18044,TiO2-c | C60,80.0 | 10.0,Evaporation | Spin-coating
18045,TiO2-c,80,Spin-coating
18046,TiO2-c | C60,80.0 | 10.0,Evaporation | Spin-coating
18047,TiO2-c,,Dipp-coating
18048,TiO2-c,,Dipp-coating
18049,TiO2-c,,Dipp-coating
18050,C60,10,Evaporation
18051,C60 | Bphen,100.0 | 6.0,Evaporation | Evaporation
18052,C60 | Bphen,100.0 | 6.0,Evaporation | Evaporation
18053,C60 | Bphen,100.0 | 6.0,Evaporation | Evaporation
18054,C60 | Bphen,100.0 | 6.0,Evaporation | Evaporation
18055,TiO2-c,,Spin-coating
18056,TiO2-c,,Spin-coating
18057,TiO2-c,,Spin-coating
18058,TiO2-c,,Spin-coating
18059,TiO2-c,,Spin-coating
18060,TiO2-c,,Spin-coating
18061,TiO2-c,,Spin-coating
18062,TiO2-c,,Spin-coating
18063,TiO2-c,,Spin-coating
18064,TiO2-c,60,Sputtering
18065,TiO2-c,60,Sputtering
18066,TiO2-c,60,Sputtering
18067,TiO2-c,60,Sputtering
18068,TiO2-c,60,Sputtering
18069,TiO2-c,60,Sputtering
18070,TiO2-c,60,Sputtering
18071,Ca | C60,1.0 | 5.0,Evaporation | Evaporation
18072,Ca | C60,1.0 | 5.0,Evaporation | Evaporation
18073,Ca | C60,1.0 | 5.0,Evaporation | Evaporation
18074,Ca | C60,1.0 | 5.0,Evaporation | Evaporation
18075,Ca | C60,1.0 | 5.0,Evaporation | Evaporation
18076,Ca,1,Evaporation
18077,C60,5,Evaporation
18078,Ca | C60,1.0 | 5.0,Evaporation | Evaporation
18079,Ca | C60,1.0 | 20.0,Evaporation | Evaporation
18080,Ca | C60,1.0 | 5.0,Evaporation | Evaporation
18081,Ca | C60,1.0 | 5.0,Evaporation | Evaporation
18082,Ca | C60,1.0 | 5.0,Evaporation | Evaporation
18083,Ca | C60,1.0 | 5.0,Evaporation | Evaporation
18084,Ca | C60,1.0 | 5.0,Evaporation | Evaporation
18085,Ca | C60,1.0 | 5.0,Evaporation | Evaporation
18086,Ca | C60,1.0 | 5.0,Evaporation | Evaporation
18087,Ca | C60,1.0 | 5.0,Evaporation | Evaporation
18088,PCBM-60,,Spin-coating
18089,PCBM-60,,Spin-coating
18090,PCBM-60,,Spin-coating
18091,PCBM-60,,Spin-coating
18092,PCBM-60,,Spin-coating
18093,PCBM-60,,Spin-coating
18094,PCBM-60,,Spin-coating
18095,PCBM-60,,Spin-coating
18096,PCBM-60,,Spin-coating
18097,PCBM-60,,Spin-coating
18098,PCBM-60,,Spin-coating
18099,PCBM-60,,Spin-coating
18100,PCBM-60,,Spin-coating
18101,PCBM-60,,Spin-coating
18102,PCBM-60,,Spin-coating
18103,PCBM-60,,Spin-coating
18104,PCBM-60,,Spin-coating
18105,PCBM-60,,Spin-coating
18106,PCBM-60,80,Spin-coating
18107,TiO2-c | TiO2-mp,50.0 | nan,Sputtering | Spin-coating
18108,TiO2-c | TiO2-mp,50.0 | nan,Sputtering | Spin-coating
18109,TiO2-c | TiO2-mp,50.0 | nan,Sputtering | Spin-coating
18110,TiO2-c | TiO2-mp,50.0 | nan,Sputtering | Spin-coating
18111,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18112,TiO2-c,,Spray-pyrolys
18113,TiO2-c,,Spin-coating
18114,TiO2-c,,Spin-coating
18115,TiO2-c,,Spin-coating
18116,TiO2-c,,Spin-coating
18117,TiO2-c,,Spin-coating
18118,TiO2-c | TiO2-mp,30.0 | 250.0,ALD | Spin-coating
18119,TiO2-c | TiO2-mp,40.0 | 350.0,Spin-coating | Spin-coating
18120,TiO2-c | TiO2-mp,nan | 600.0,Spin-coating | Spin-coating
18121,TiO2-c | TiO2-nw,nan | 600.0,Spin-coating | Hydrothermal
18122,TiO2-c | TiO2-nw,nan | 600.0,Spin-coating | Hydrothermal
18123,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18124,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18125,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18126,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18127,TiO2-c | C60,,Spray-pyrolys | Spin-coating
18128,TiO2-c | C60,,Spray-pyrolys | Spin-coating
18129,TiO2-c | C60,,Spray-pyrolys | Spin-coating
18130,TiO2-c | C60,,Spray-pyrolys | Spin-coating
18131,TiO2-c,,Spin-coating
18132,C60,40,Evaporation
18133,TiO2-c,,Spin-coating
18134,TiO2-c,,Spin-coating
18135,TiO2-c,,Spin-coating
18136,TiO2-c,,Spin-coating
18137,TiO2-c,,Spin-coating
18138,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18139,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18140,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18141,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18142,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18143,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18144,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18145,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18146,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18147,TiO2-c,50,Spin-coating
18149,TiO2-c | TiO2-mp,,Sputtering | Spin-coating
18152,TiO2-c | TiO2-mp,30.0 | 300.0,Spin-coating | Spin-coating
18153,TiO2-c | TiO2-mp,30.0 | 300.0,Spin-coating | Spin-coating
18154,TiO2-c,,Spin-coating
18155,TiO2-c,,Spin-coating
18156,TiO2-c,,Spin-coating
18157,TiO2-c,,Spin-coating
18158,TiO2-c,,Spin-coating
18159,TiO2-c,,Spin-coating
18160,TiO2-c,,Spin-coating
18161,TiO2-c,,Spin-coating
18162,TiO2-c,,Spin-coating
18163,TiO2-c,,Spin-coating
18164,TiO2-c,65,Spray-pyrolys
18165,TiO2-c,65,Spray-pyrolys
18166,TiO2-c,65,Spray-pyrolys
18167,TiO2-c,,Spin-coating
18168,TiO2-c,,Spin-coating
18169,TiO2-c,,Spin-coating
18170,TiO2-c,,Spin-coating
18171,TiO2-c,75,E-beam evaporation
18172,TiO2-c,75,E-beam evaporation
18173,TiO2-c,75,E-beam evaporation
18174,TiO2-c,75,E-beam evaporation
18175,TiO2-c,,Spin-coating
18176,TiO2-c,,Spin-coating
18177,TiO2-c,,Spin-coating
18178,TiO2-c,,Spin-coating
18179,TiO2-c,,Spin-coating
18180,TiO2-c | TiO2-mp,30.0 | nan,Spin-coating | Spin-coating
18181,TiO2-c | TiO2-mp,30.0 | nan,Spin-coating | Spin-coating
18182,TiO2-c | TiO2-mp,30.0 | nan,Spin-coating | Spin-coating
18183,TiO2-c | TiO2-mp,30.0 | nan,Spin-coating | Spin-coating
18184,TiO2-c | TiO2-mp,30.0 | nan,Spin-coating | Spin-coating
18185,TiO2-c,65,Spray-pyrolys
18186,TiO2-c,65,Spray-pyrolys
18187,TiO2-c,65,Spray-pyrolys
18188,TiO2-c,65,Spray-pyrolys
18189,TiO2-c,65,Spray-pyrolys
18190,TiO2-c,65,Spray-pyrolys
18191,TiO2-c,90,Spin-coating
18192,TiO2-c,90,Spin-coating
18193,TiO2-c,50,Spin-coating
18194,TiO2-c,,Spin-coating
18195,TiO2-c,,Spin-coating
18196,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18197,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18198,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18199,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18200,TiO2-c,80,Spin-coating
18201,TiO2-c,80,Spin-coating
18202,TiO2-c,80,Spin-coating
18203,TiO2-c,80,Spin-coating
18204,TiO2-c,80,Spin-coating
18205,TiO2-c,80,Spin-coating
18206,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18207,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18208,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18209,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18210,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18211,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18212,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18213,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18214,TiO2-c | TiO2-mp,100.0 | nan,Spin-coating | Spin-coating
18215,TiO2-c | TiO2-mp,100.0 | nan,Spin-coating | Spin-coating
18216,TiO2-c | TiO2-mp,100.0 | nan,Spin-coating | Spin-coating
18217,TiO2-c | TiO2-mp,100.0 | nan,Spin-coating | Spin-coating
18218,TiO2-c | TiO2-mp,100.0 | nan,Spin-coating | Spin-coating
18219,TiO2-c | TiO2-mp,100.0 | nan,Spin-coating | Spin-coating
18220,TiO2-c | TiO2-mp,100.0 | nan,Spin-coating | Spin-coating
18221,TiO2-c | TiO2-mp,100.0 | nan,Spin-coating | Spin-coating
18222,TiO2-c | TiO2-mp,100.0 | nan,Spin-coating | Spin-coating
18223,TiO2-c | TiO2-mp,100.0 | nan,Spin-coating | Spin-coating
18224,TiO2-c | TiO2-mp,100.0 | nan,Spin-coating | Spin-coating
18225,TiO2-c,80,Spray-pyrolys
18226,TiO2-c,40,Sputtering
18227,TiO2-c,40,Sputtering
18228,TiO2-c,40,Sputtering
18229,TiO2-c,40,Sputtering
18230,TiO2-c,40,Sputtering
18231,TiO2-c,80,Spray-pyrolys
18232,TiO2-c,40,Sputtering
18233,TiO2-c,,Spin-coating
18234,TiO2-c,,Spin-coating
18235,TiO2-c,,Spin-coating
18236,TiO2-c,50,Spin-coating
18237,TiO2-c,,Spin-coating
18238,TiO2-c,,Spin-coating
18239,TiO2-c,,Spin-coating
18240,TiO2-c,,Spin-coating
18241,TiO2-c,,Spin-coating
18242,TiO2-c,,Spin-coating
18243,TiO2-c,,Spin-coating
18244,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18245,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18246,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18247,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18248,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18249,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18250,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18251,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18252,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18253,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18254,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18255,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18256,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18257,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18258,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18259,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18260,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18261,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18262,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18263,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18264,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18265,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18266,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18267,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18268,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18269,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18270,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18271,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18272,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18273,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18274,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18275,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18276,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18277,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18278,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18279,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18280,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18281,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18282,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18283,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18284,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18285,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18286,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18287,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18288,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18289,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18290,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18291,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18292,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18293,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18294,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18295,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18296,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18297,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18298,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18299,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18300,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18301,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18302,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18303,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18304,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18305,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18306,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18307,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18308,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18309,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18310,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18311,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18312,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18313,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18314,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18315,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18316,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18317,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18318,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18319,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18320,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18321,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18322,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18323,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18324,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18325,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18326,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18327,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18328,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18329,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18330,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18331,TiO2-c | TiO2-mp,nan | 12000.0,CBD | Screen printing
18332,TiO2-c | TiO2-mp,nan | 8000.0,CBD | Screen printing
18333,TiO2-c | TiO2-mp,nan | 5500.0,Spin-coating | Screen printing
18334,TiO2-c | TiO2-mp,nan | 5501.0,Spin-coating | Screen printing
18335,TiO2-c | TiO2-mp,nan | 5502.0,Spin-coating | Screen printing
18336,TiO2-c | TiO2-mp,nan | 3600.0,Spin-coating | Screen printing
18337,TiO2-c | TiO2-mp,nan | 5500.0,Spin-coating | Screen printing
18338,TiO2-c | TiO2-mp,nan | 8600.0,Spin-coating | Screen printing
18339,TiO2-c | TiO2-mp,nan | 5400.0,CBD | Screen printing
18340,TiO2-c | TiO2-mp,nan | 600.0,Spin-coating | Doctor blading
18341,TiO2-c | TiO2-mp,nan | 600.0,Spin-coating | Doctor blading
18342,TiO2-c | TiO2-mp,nan | 700.0,Spin-coating | Doctor blading
18343,TiO2-c | TiO2-mp,nan | 800.0,Spin-coating | Doctor blading
18344,TiO2-c | TiO2-mp,nan | 900.0,Spin-coating | Doctor blading
18345,TiO2-c | TiO2-mp,nan | 1000.0,Spin-coating | Doctor blading
18346,TiO2-c | TiO2-mp,nan | 1100.0,Spin-coating | Doctor blading
18347,TiO2-c | TiO2-mp,nan | 1200.0,Spin-coating | Doctor blading
18348,TiO2-c | TiO2-mp,nan | 1300.0,Spin-coating | Doctor blading
18349,TiO2-c | TiO2-mp,nan | 1400.0,Spin-coating | Doctor blading
18350,TiO2-c | TiO2-mp,nan | 1500.0,Spin-coating | Doctor blading
18351,Ti | Au,100.0 | 20.0,E-beam evaporation | E-beam evaporation
18352,TiO2-c | TiO2-mp,100.0 | 500.0,Spray-pyrolys | Spin-coating
18353,TiO2-c | TiO2-mp,100.0 | 500.0,Spray-pyrolys | Spin-coating
18354,TiO2-c | Al2O3-mp,50.0 | 500.0,Spray-pyrolys | Spin-coating
18355,TiO2-c | Al2O3-mp,50.0 | 500.0,Spray-pyrolys | Spin-coating
18356,TiO2-c | TiO2-mp,50.0 | 500.0,Spray-pyrolys | Spin-coating
18357,TiO2-c | TiO2-mp,50.0 | 500.0,Spray-pyrolys | Spin-coating
18358,TiO2-c,50,Spray-pyrolys
18360,TiO2-c,,Spin-coating
18361,TiO2-c,,Spin-coating
18362,TiO2-c,,Spin-coating
18363,TiO2-c,,Spin-coating
18364,TiO2-c,,Spin-coating
18365,TiO2-c,,Spin-coating
18366,TiO2-c,,Spin-coating
18367,TiO2-c,,Spin-coating
18368,TiO2-c,,Spin-coating
18369,TiO2-c,,Spin-coating
18370,ZnO-c,200,Electrodeposition
18371,ZnO-c | ZnO-nw,200.0 | 400.0,Electrodeposition | Hydrothermal
18372,ZnO-c,200,Electrodeposition
18373,ZnO-c | ZnO-nw,200.0 | 400.0,Electrodeposition | Hydrothermal
18374,TiO2-c | TiO2-mp,nan | 5400.0,Spin-coating | Screen printing
18375,TiO2-c | TiO2-mp,nan | 5400.0,Spin-coating | Screen printing
18376,TiO2-c | TiO2-nw,nan | 1500.0,Spin-coating | Hydrothermal
18377,TiO2-c | TiO2-nw,nan | 1500.0,Spin-coating | Hydrothermal
18378,TiO2-c | TiO2-nw,nan | 1100.0,Spin-coating | Hydrothermal
18379,TiO2-c | TiO2-nw,nan | 2300.0,Spin-coating | Hydrothermal
18380,ZnO-c | ZnO-nw,nan | 400.0,Unknown | Hydrothermal
18381,ZnO-c | ZnO-nw,nan | 600.0,Unknown | Hydrothermal
18382,ZnO-c | ZnO-nw,nan | 800.0,Unknown | Hydrothermal
18383,ZnO-c | ZnO-nw,nan | 1000.0,Unknown | Hydrothermal
18384,ZnO-c | ZnO-nw,nan | 1200.0,Unknown | Hydrothermal
18385,ZnO-c | ZnO-nw,nan | 1400.0,Unknown | Hydrothermal
18386,TiO2-c | TiO2-mp | ZrO2-mp,nan | 2000.0 | 1100.0,Spray-pyrolys | Screen printing | Screen printing
18387,TiO2-c | ZrO2-mp,,Spray-pyrolys | Spin-coating
18388,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18389,TiO2-c | Al2O3-mp,nan | 500.0,Spin-coating | Spin-coating
18390,TiO2-c | Al2O3-mp,nan | 500.0,Spin-coating | Spin-coating
18391,TiO2-c | Al2O3-mp,nan | 500.0,Spin-coating | Spin-coating
18392,TiO2-c | Al2O3-mp,nan | 500.0,Spin-coating | Spin-coating
18393,TiO2-c | TiO2-mp,nan | 500.0,Spin-coating | Spin-coating
18394,TiO2-c | TiO2-mp,nan | 500.0,Spray-pyrolys | Spin-coating
18395,TiO2-c | TiO2-mp,nan | 500.0,Spray-pyrolys | Spin-coating
18396,TiO2-c | TiO2-mp,nan | 500.0,Spray-pyrolys | Spin-coating
18397,TiO2-c | Al2O3-mp,nan | 400.0,Spin-coating | Spin-coating
18398,TiO2-c | Al2O3-mp,,Spin-coating | Spin-coating
18399,TiO2-c | Al2O3-mp,nan | 80.0,Spin-coating | Spin-coating
18400,TiO2-c | Al2O3-mp,nan | 120.0,Spin-coating | Spin-coating
18401,TiO2-c | Al2O3-mp,nan | 200.0,Spin-coating | Spin-coating
18402,TiO2-c | Al2O3-mp,nan | 400.0,Spin-coating | Spin-coating
18403,TiO2-c | Al2O3-mp,nan | 585.0,Spin-coating | Spin-coating
18404,TiO2-c | Al2O3-mp,nan | 1470.0,Spin-coating | Spin-coating
18405,TiO2-c | TiO2-nw,nan | 550.0,Spin-coating | Hydrothermal
18406,TiO2-c | TiO2-nw,nan | 1100.0,Spin-coating | Hydrothermal
18407,TiO2-c | TiO2-nw,nan | 1300.0,Spin-coating | Hydrothermal
18408,TiO2-c | TiO2-mp,60.0 | 600.0,Spray-pyrolys | Screen printing
18409,TiO2-c | TiO2-mp,60.0 | 600.0,Spray-pyrolys | Screen printing
18410,TiO2-c | TiO2-mp,60.0 | 600.0,Spray-pyrolys | Screen printing
18411,TiO2-c | TiO2-mp,60.0 | 600.0,Spray-pyrolys | Screen printing
18412,TiO2-c | TiO2-mp,60.0 | 600.0,Spray-pyrolys | Screen printing
18413,TiO2-c,60,Spray-pyrolys
18414,TiO2-c | TiO2-mp,60.0 | 600.0,Spray-pyrolys | Screen printing
18415,TiO2-c | TiO2-mp,60.0 | 1000.0,Spray-pyrolys | Screen printing
